match_status,match_method,match_score,review_reason,db_id,db_state_name,db_district_name,db_state_lgd_code,db_district_lgd_code,db_source,lgd_state_name,lgd_district_name,lgd_state_lgd_code,lgd_district_lgd_code,lgd_source
auto,code,1.000,District LGD code already matches.,457,Karnataka,Davangere,29,535,lgd,Karnataka,Davangere,29,535,lgd
auto,code,1.000,District LGD code already matches.,738,Tripura,Dhalai,16,269,lgd,Tripura,Dhalai,16,269,lgd
auto,code,1.000,District LGD code already matches.,560,Odisha,Dhenkanal,21,352,lgd,Odisha,Dhenkanal,21,352,lgd
auto,code,1.000,District LGD code already matches.,71,Madhya Pradesh,Dindori,23,404,lgd,Madhya Pradesh,Dindori,23,404,lgd
auto,code,1.000,District LGD code already matches.,625,Rajasthan,Dudu,8,769,lgd,Rajasthan,Dudu,8,769,lgd
auto,code,1.000,District LGD code already matches.,511,Meghalaya,East Jaintia Hills,17,657,lgd,Meghalaya,East Jaintia Hills,17,657,lgd
auto,code,1.000,District LGD code already matches.,194,Andhra Pradesh,Eluru,28,748,lgd,Andhra Pradesh,Eluru,28,748,lgd
auto,code,1.000,District LGD code already matches.,672,Tamil Nadu,Erode,33,573,lgd,Tamil Nadu,Erode,33,573,lgd
auto,code,1.000,District LGD code already matches.,588,Punjab,Fazilka,3,651,lgd,Punjab,Fazilka,3,651,lgd
auto,code,1.000,District LGD code already matches.,589,Punjab,Ferozepur,3,31,lgd,Punjab,Ferozepur,3,31,lgd
auto,code,1.000,District LGD code already matches.,363,Gujarat,Gandhinagar,24,446,lgd,Gujarat,Gandhinagar,24,446,lgd
auto,code,1.000,District LGD code already matches.,427,Jharkhand,Garhwa,20,328,lgd,Jharkhand,Garhwa,20,328,lgd
auto,code,1.000,District LGD code already matches.,324,Chhattisgarh,Gariyaband,22,645,lgd,Chhattisgarh,Gariyaband,22,645,lgd
auto,code,1.000,District LGD code already matches.,285,Bihar,Gaya,10,196,lgd,Bihar,Gaya,10,196,lgd
auto,code,1.000,District LGD code already matches.,739,Tripura,Gomati,16,654,lgd,Tripura,Gomati,16,654,lgd
auto,code,1.000,District LGD code already matches.,430,Jharkhand,Gumla,20,331,lgd,Jharkhand,Gumla,20,331,lgd
auto,code,1.000,District LGD code already matches.,410,Himachal Pradesh,Hamirpur,2,17,lgd,Himachal Pradesh,Hamirpur,2,17,lgd
auto,code,1.000,District LGD code already matches.,706,Telangana,Hanumakonda,36,686,lgd,Telangana,Hanumakonda,36,686,lgd
auto,code,1.000,District LGD code already matches.,74,Madhya Pradesh,Harda,23,408,lgd,Madhya Pradesh,Harda,23,408,lgd
auto,code,1.000,District LGD code already matches.,752,Uttarakhand,Haridwar,5,50,lgd,Uttarakhand,Haridwar,5,50,lgd
auto,code,1.000,District LGD code already matches.,460,Karnataka,Hassan,29,539,lgd,Karnataka,Hassan,29,539,lgd
auto,code,1.000,District LGD code already matches.,563,Odisha,Jagatsinghapur,21,355,lgd,Odisha,Jagatsinghapur,21,355,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,630,Rajasthan,Jaipur,,,manual_pilot,Rajasthan,Jaipur,8,102,lgd
auto,code,1.000,District LGD code already matches.,633,Rajasthan,Jalore,8,104,lgd,Rajasthan,Jalore,8,104,lgd
auto,code,1.000,District LGD code already matches.,769,West Bengal,Jalpaiguri,19,314,lgd,West Bengal,Jalpaiguri,19,314,lgd
auto,code,1.000,District LGD code already matches.,710,Telangana,Jayashankar Bhupalapally,36,687,lgd,Telangana,Jayashankar Bhupalapally,36,687,lgd
auto,code,1.000,District LGD code already matches.,634,Rajasthan,Jhalawar,8,105,lgd,Rajasthan,Jhalawar,8,105,lgd
auto,code,1.000,District LGD code already matches.,150,Uttar Pradesh,Jhansi,9,153,lgd,Uttar Pradesh,Jhansi,9,153,lgd
auto,code,1.000,District LGD code already matches.,565,Odisha,Jharsuguda,21,357,lgd,Odisha,Jharsuguda,21,357,lgd
auto,code,1.000,District LGD code already matches.,328,Chhattisgarh,Kabeerdham,22,382,lgd,Chhattisgarh,Kabeerdham,22,382,lgd
auto,code,1.000,District LGD code already matches.,771,West Bengal,Kalimpong,19,702,lgd,West Bengal,Kalimpong,19,702,lgd
auto,code,1.000,District LGD code already matches.,152,Uttar Pradesh,Kanpur Dehat,9,156,lgd,Uttar Pradesh,Kanpur Dehat,9,156,lgd
auto,code,1.000,District LGD code already matches.,638,Rajasthan,Karauli,8,108,lgd,Rajasthan,Karauli,8,108,lgd
auto,code,1.000,District LGD code already matches.,713,Telangana,Karimnagar,36,508,lgd,Telangana,Karimnagar,36,508,lgd
auto,code,1.000,District LGD code already matches.,290,Bihar,Katihar,10,201,lgd,Bihar,Katihar,10,201,lgd
auto,code,1.000,District LGD code already matches.,568,Odisha,Kendrapara,21,360,lgd,Odisha,Kendrapara,21,360,lgd
auto,code,1.000,District LGD code already matches.,81,Madhya Pradesh,Khargone (West Nimar),23,414,lgd,Madhya Pradesh,Khargone (West Nimar),23,414,lgd
auto,code,1.000,District LGD code already matches.,367,Gujarat,Kheda,24,450,lgd,Gujarat,Kheda,24,450,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,157,Uttar Pradesh,Lakhimpur Kheri,,,manual_pilot,Uttar Pradesh,Kheri,9,159,lgd
auto,code,1.000,District LGD code already matches.,740,Tripura,Khowai,16,652,lgd,Tripura,Khowai,16,652,lgd
auto,code,1.000,District LGD code already matches.,433,Jharkhand,Khunti,20,606,lgd,Jharkhand,Khunti,20,606,lgd
auto,code,1.000,District LGD code already matches.,815,Jammu And Kashmir,Kishtwar,1,620,lgd,Jammu And Kashmir,Kishtwar,1,620,lgd
auto,code,1.000,District LGD code already matches.,527,Mizoram,Kolasib,15,263,lgd,Mizoram,Kolasib,15,263,lgd
auto,code,1.000,District LGD code already matches.,772,West Bengal,Kolkata,19,315,lgd,West Bengal,Kolkata,19,315,lgd
auto,code,1.000,District LGD code already matches.,483,Kerala,Kollam,32,559,lgd,Kerala,Kollam,32,559,lgd
auto,code,1.000,District LGD code already matches.,641,Rajasthan,Kota,8,109,lgd,Rajasthan,Kota,8,109,lgd
auto,code,1.000,District LGD code already matches.,156,Uttar Pradesh,Kushinagar,9,160,lgd,Uttar Pradesh,Kushinagar,9,160,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,831,Lakshadweep,Lakshadweep,,,manual_pilot,Lakshadweep,Lakshadweep District,31,553,lgd
auto,code,1.000,District LGD code already matches.,158,Uttar Pradesh,Lalitpur,9,161,lgd,Uttar Pradesh,Lalitpur,9,161,lgd
auto,code,1.000,District LGD code already matches.,435,Jharkhand,Latehar,20,335,lgd,Jharkhand,Latehar,20,335,lgd
auto,code,1.000,District LGD code already matches.,224,Arunachal Pradesh,Lohit,12,234,lgd,Arunachal Pradesh,Lohit,12,234,lgd
auto,code,1.000,District LGD code already matches.,539,Nagaland,Longleng,13,615,lgd,Nagaland,Longleng,13,615,lgd
auto,code,1.000,District LGD code already matches.,295,Bihar,Madhubani,10,206,lgd,Bihar,Madhubani,10,206,lgd
auto,code,1.000,District LGD code already matches.,678,Tamil Nadu,Madurai,33,578,lgd,Tamil Nadu,Madurai,33,578,lgd
auto,code,1.000,District LGD code already matches.,397,Haryana,Mahendragarh,6,69,lgd,Haryana,Mahendragarh,6,69,lgd
auto,code,1.000,District LGD code already matches.,369,Gujarat,Mahisagar,24,669,lgd,Gujarat,Mahisagar,24,669,lgd
auto,code,1.000,District LGD code already matches.,82,Madhya Pradesh,Maihar,23,784,lgd,Madhya Pradesh,Maihar,23,784,lgd
auto,code,1.000,District LGD code already matches.,162,Uttar Pradesh,Mainpuri,9,166,lgd,Uttar Pradesh,Mainpuri,9,166,lgd
auto,code,1.000,District LGD code already matches.,264,Assam,Majuli,18,706,lgd,Assam,Majuli,18,706,lgd
auto,code,1.000,District LGD code already matches.,486,Kerala,Malappuram,32,562,lgd,Kerala,Malappuram,32,562,lgd
auto,code,1.000,District LGD code already matches.,773,West Bengal,Malda,19,316,lgd,West Bengal,Malda,19,316,lgd
auto,code,1.000,District LGD code already matches.,572,Odisha,Malkangiri,21,364,lgd,Odisha,Malkangiri,21,364,lgd
auto,code,1.000,District LGD code already matches.,718,Telangana,Mancherial,36,684,lgd,Telangana,Mancherial,36,684,lgd
auto,code,1.000,District LGD code already matches.,164,Uttar Pradesh,Mau,9,168,lgd,Uttar Pradesh,Mau,9,168,lgd
auto,code,1.000,District LGD code already matches.,541,Nagaland,Mon,13,247,lgd,Nagaland,Mon,13,247,lgd
auto,code,1.000,District LGD code already matches.,721,Telangana,Mulugu,36,720,lgd,Telangana,Mulugu,36,720,lgd
auto,code,1.000,District LGD code already matches.,296,Bihar,Munger,10,207,lgd,Bihar,Munger,10,207,lgd
auto,code,1.000,District LGD code already matches.,467,Karnataka,Mysuru,29,545,lgd,Karnataka,Mysuru,29,545,lgd
auto,code,1.000,District LGD code already matches.,680,Tamil Nadu,Nagapattinam,33,579,lgd,Tamil Nadu,Nagapattinam,33,579,lgd
auto,code,1.000,District LGD code already matches.,38,Maharashtra,Nagpur,27,484,lgd,Maharashtra,Nagpur,27,484,lgd
auto,code,1.000,District LGD code already matches.,753,Uttarakhand,Nainital,5,51,lgd,Uttarakhand,Nainital,5,51,lgd
auto,code,1.000,District LGD code already matches.,75,Madhya Pradesh,Narmadapuram,23,409,lgd,Madhya Pradesh,Narmadapuram,23,409,lgd
auto,code,1.000,District LGD code already matches.,6,Maharashtra,Nashik,27,487,lgd,Maharashtra,Nashik,27,487,lgd
auto,code,1.000,District LGD code already matches.,373,Gujarat,Navsari,24,453,lgd,Gujarat,Navsari,24,453,lgd
auto,code,1.000,District LGD code already matches.,502,Manipur,Noney,14,714,lgd,Manipur,Noney,14,714,lgd
auto,code,1.000,District LGD code already matches.,799,Delhi,North East,7,81,lgd,Delhi,North East,7,81,lgd
auto,code,1.000,District LGD code already matches.,741,Tripura,North Tripura,16,270,lgd,Tripura,North Tripura,16,270,lgd
auto,code,1.000,District LGD code already matches.,201,Andhra Pradesh,Ntr,28,749,lgd,Andhra Pradesh,Ntr,28,749,lgd
auto,code,1.000,District LGD code already matches.,487,Kerala,Palakkad,32,563,lgd,Kerala,Palakkad,32,563,lgd
auto,code,1.000,District LGD code already matches.,438,Jharkhand,Palamu,20,338,lgd,Jharkhand,Palamu,20,338,lgd
auto,code,1.000,District LGD code already matches.,42,Maharashtra,Palghar,27,665,lgd,Maharashtra,Palghar,27,665,lgd
auto,code,1.000,District LGD code already matches.,400,Haryana,Panchkula,6,70,lgd,Haryana,Panchkula,6,70,lgd
auto,code,1.000,District LGD code already matches.,401,Haryana,Panipat,6,71,lgd,Haryana,Panipat,6,71,lgd
auto,code,1.000,District LGD code already matches.,203,Andhra Pradesh,Parvathipuram Manyam,28,743,lgd,Andhra Pradesh,Parvathipuram Manyam,28,743,lgd
auto,code,1.000,District LGD code already matches.,600,Punjab,Pathankot,3,662,lgd,Punjab,Pathankot,3,662,lgd
auto,code,1.000,District LGD code already matches.,755,Uttarakhand,Pithoragarh,5,53,lgd,Uttarakhand,Pithoragarh,5,53,lgd
auto,code,1.000,District LGD code already matches.,284,Bihar,Purbi Champaran,10,213,lgd,Bihar,Purbi Champaran,10,213,lgd
auto,code,1.000,District LGD code already matches.,577,Odisha,Puri,21,369,lgd,Odisha,Puri,21,369,lgd
auto,code,1.000,District LGD code already matches.,92,Madhya Pradesh,Raisen,23,421,lgd,Madhya Pradesh,Raisen,23,421,lgd
auto,code,1.000,District LGD code already matches.,729,Telangana,Ranga Reddy,36,518,lgd,Telangana,Ranga Reddy,36,518,lgd
auto,code,1.000,District LGD code already matches.,822,Jammu And Kashmir,Reasi,1,627,lgd,Jammu And Kashmir,Reasi,1,627,lgd
auto,code,1.000,District LGD code already matches.,96,Madhya Pradesh,Sagar,23,425,lgd,Madhya Pradesh,Sagar,23,425,lgd
auto,code,1.000,District LGD code already matches.,304,Bihar,Samastipur,10,217,lgd,Bihar,Samastipur,10,217,lgd
auto,code,1.000,District LGD code already matches.,604,Punjab,Sangrur,3,43,lgd,Punjab,Sangrur,3,43,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,603,Punjab,Sahibzada Ajit Singh Nagar,,,manual_pilot,Punjab,S.A.S Nagar,3,608,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,599,Punjab,Nawanshahr,,,manual_pilot,Punjab,Shahid Bhagat Singh Nagar,3,40,lgd
auto,code,1.000,District LGD code already matches.,180,Uttar Pradesh,Siddharthnagar,9,182,lgd,Uttar Pradesh,Siddharthnagar,9,182,lgd
auto,code,1.000,District LGD code already matches.,653,Rajasthan,Sikar,8,114,lgd,Rajasthan,Sikar,8,114,lgd
auto,code,1.000,District LGD code already matches.,48,Maharashtra,Sindhudurg,27,495,lgd,Maharashtra,Sindhudurg,27,495,lgd
auto,code,1.000,District LGD code already matches.,654,Rajasthan,Sirohi,8,115,lgd,Rajasthan,Sirohi,8,115,lgd
auto,code,1.000,District LGD code already matches.,404,Haryana,Sirsa,6,74,lgd,Haryana,Sirsa,6,74,lgd
auto,code,1.000,District LGD code already matches.,688,Tamil Nadu,Sivaganga,33,585,lgd,Tamil Nadu,Sivaganga,33,585,lgd
auto,code,1.000,District LGD code already matches.,182,Uttar Pradesh,Sonbhadra,9,184,lgd,Uttar Pradesh,Sonbhadra,9,184,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,580,Odisha,Subarnapur,,,manual_pilot,Odisha,Sonepur,21,372,lgd
auto,code,1.000,District LGD code already matches.,782,West Bengal,South 24 Parganas,19,304,lgd,West Bengal,South 24 Parganas,19,304,lgd
auto,code,1.000,District LGD code already matches.,349,Goa,South Goa,30,552,lgd,Goa,South Goa,30,552,lgd
auto,code,1.000,District LGD code already matches.,732,Telangana,Suryapet,36,696,lgd,Telangana,Suryapet,36,696,lgd
auto,code,1.000,District LGD code already matches.,506,Manipur,Tengnoupal,14,716,lgd,Manipur,Tengnoupal,14,716,lgd
auto,code,1.000,District LGD code already matches.,691,Tamil Nadu,Theni,33,588,lgd,Tamil Nadu,Theni,33,588,lgd
auto,code,1.000,District LGD code already matches.,699,Tamil Nadu,Thiruvarur,33,590,lgd,Tamil Nadu,Thiruvarur,33,590,lgd
auto,code,1.000,District LGD code already matches.,106,Madhya Pradesh,Tikamgarh,23,434,lgd,Madhya Pradesh,Tikamgarh,23,434,lgd
auto,code,1.000,District LGD code already matches.,744,Tripura,Unakoti,16,655,lgd,Tripura,Unakoti,16,655,lgd
auto,code,1.000,District LGD code already matches.,237,Arunachal Pradesh,Upper Subansiri,12,241,lgd,Arunachal Pradesh,Upper Subansiri,12,241,lgd
auto,code,1.000,District LGD code already matches.,185,Uttar Pradesh,Varanasi,9,187,lgd,Uttar Pradesh,Varanasi,9,187,lgd
auto,code,1.000,District LGD code already matches.,702,Tamil Nadu,Virudhunagar,33,597,lgd,Tamil Nadu,Virudhunagar,33,597,lgd
auto,code,1.000,District LGD code already matches.,51,Maharashtra,Wardha,27,498,lgd,Maharashtra,Wardha,27,498,lgd
auto,code,1.000,District LGD code already matches.,520,Meghalaya,West Khasi Hills,17,279,lgd,Meghalaya,West Khasi Hills,17,279,lgd
auto,code,1.000,District LGD code already matches.,745,Tripura,West Tripura,16,272,lgd,Tripura,West Tripura,16,272,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,212,Andhra Pradesh,Y.S.R. Kadapa,,,manual_pilot,Andhra Pradesh,Y.S.R.,28,504,lgd
auto,code,1.000,District LGD code already matches.,55,Madhya Pradesh,Agar-Malwa,23,667,lgd,Madhya Pradesh,Agar-Malwa,23,667,lgd
auto,code,1.000,District LGD code already matches.,111,Uttar Pradesh,Agra,9,118,lgd,Uttar Pradesh,Agra,9,118,lgd
auto,code,1.000,District LGD code already matches.,607,Rajasthan,Ajmer,8,86,lgd,Rajasthan,Ajmer,8,86,lgd
auto,code,1.000,District LGD code already matches.,761,West Bengal,Alipurduar,19,664,lgd,West Bengal,Alipurduar,19,664,lgd
auto,code,1.000,District LGD code already matches.,747,Uttarakhand,Almora,5,45,lgd,Uttarakhand,Almora,5,45,lgd
auto,code,1.000,District LGD code already matches.,385,Haryana,Ambala,6,58,lgd,Haryana,Ambala,6,58,lgd
auto,code,1.000,District LGD code already matches.,23,Maharashtra,Amravati,27,468,lgd,Maharashtra,Amravati,27,468,lgd
auto,code,1.000,District LGD code already matches.,352,Gujarat,Amreli,24,439,lgd,Gujarat,Amreli,24,439,lgd
auto,code,1.000,District LGD code already matches.,807,Jammu And Kashmir,Anantnag,1,1,lgd,Jammu And Kashmir,Anantnag,1,1,lgd
auto,code,1.000,District LGD code already matches.,190,Andhra Pradesh,Annamayya,28,753,lgd,Andhra Pradesh,Annamayya,28,753,lgd
auto,code,1.000,District LGD code already matches.,241,Assam,Baksa,18,616,lgd,Assam,Baksa,18,616,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,554,Odisha,Balasore,,,manual_pilot,Odisha,Baleshwar,21,346,lgd
auto,code,1.000,District LGD code already matches.,122,Uttar Pradesh,Ballia,9,126,lgd,Uttar Pradesh,Ballia,9,126,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,315,Chhattisgarh,Baloda Bazar,,,manual_pilot,Chhattisgarh,Balodabazar-Bhatapara,22,644,lgd
auto,code,1.000,District LGD code already matches.,124,Uttar Pradesh,Banda,9,128,lgd,Uttar Pradesh,Banda,9,128,lgd
auto,code,1.000,District LGD code already matches.,278,Bihar,Banka,10,190,lgd,Bihar,Banka,10,190,lgd
auto,code,1.000,District LGD code already matches.,762,West Bengal,Bankura,19,305,lgd,West Bengal,Bankura,19,305,lgd
auto,code,1.000,District LGD code already matches.,809,Jammu And Kashmir,Baramulla,1,3,lgd,Jammu And Kashmir,Baramulla,1,3,lgd
auto,code,1.000,District LGD code already matches.,126,Uttar Pradesh,Bareilly,9,130,lgd,Uttar Pradesh,Bareilly,9,130,lgd
auto,code,1.000,District LGD code already matches.,60,Madhya Pradesh,Barwani,23,393,lgd,Madhya Pradesh,Barwani,23,393,lgd
auto,code,1.000,District LGD code already matches.,585,Punjab,Bathinda,3,28,lgd,Punjab,Bathinda,3,28,lgd
auto,code,1.000,District LGD code already matches.,279,Bihar,Begusarai,10,191,lgd,Bihar,Begusarai,10,191,lgd
auto,code,1.000,District LGD code already matches.,448,Karnataka,Belagavi,29,527,lgd,Karnataka,Belagavi,29,527,lgd
auto,code,1.000,District LGD code already matches.,280,Bihar,Bhagalpur,10,192,lgd,Bihar,Bhagalpur,10,192,lgd
auto,code,1.000,District LGD code already matches.,320,Chhattisgarh,Bilaspur,22,375,lgd,Chhattisgarh,Bilaspur,22,375,lgd
auto,code,1.000,District LGD code already matches.,493,Manipur,Bishnupur,14,252,lgd,Manipur,Bishnupur,14,252,lgd
auto,code,1.000,District LGD code already matches.,243,Assam,Biswanath,18,705,lgd,Assam,Biswanath,18,705,lgd
auto,code,1.000,District LGD code already matches.,119,Uttar Pradesh,Budaun,9,133,lgd,Uttar Pradesh,Budaun,9,133,lgd
auto,code,1.000,District LGD code already matches.,130,Uttar Pradesh,Bulandshahr,9,134,lgd,Uttar Pradesh,Bulandshahr,9,134,lgd
auto,code,1.000,District LGD code already matches.,618,Rajasthan,Bundi,8,94,lgd,Rajasthan,Bundi,8,94,lgd
auto,code,1.000,District LGD code already matches.,245,Assam,Cachar,18,282,lgd,Assam,Cachar,18,282,lgd
auto,code,1.000,District LGD code already matches.,452,Karnataka,Chamarajanagara,29,531,lgd,Karnataka,Chamarajanagara,29,531,lgd
auto,code,1.000,District LGD code already matches.,750,Uttarakhand,Champawat,5,48,lgd,Uttarakhand,Champawat,5,48,lgd
auto,code,1.000,District LGD code already matches.,246,Assam,Charaideo,18,708,lgd,Assam,Charaideo,18,708,lgd
auto,code,1.000,District LGD code already matches.,667,Tamil Nadu,Chennai,33,568,lgd,Tamil Nadu,Chennai,33,568,lgd
auto,code,1.000,District LGD code already matches.,247,Assam,Chirang,18,612,lgd,Assam,Chirang,18,612,lgd
auto,code,1.000,District LGD code already matches.,668,Tamil Nadu,Coimbatore,33,569,lgd,Tamil Nadu,Coimbatore,33,569,lgd
auto,code,1.000,District LGD code already matches.,68,Madhya Pradesh,Datia,23,401,lgd,Madhya Pradesh,Datia,23,401,lgd
auto,code,1.000,District LGD code already matches.,424,Jharkhand,Dhanbad,20,325,lgd,Jharkhand,Dhanbad,20,325,lgd
auto,code,1.000,District LGD code already matches.,670,Tamil Nadu,Dharmapuri,33,571,lgd,Tamil Nadu,Dharmapuri,33,571,lgd
auto,code,1.000,District LGD code already matches.,458,Karnataka,Dharwad,29,536,lgd,Karnataka,Dharwad,29,536,lgd
auto,code,1.000,District LGD code already matches.,623,Rajasthan,Dholpur,8,98,lgd,Rajasthan,Dholpur,8,98,lgd
auto,code,1.000,District LGD code already matches.,251,Assam,Dibrugarh,18,286,lgd,Assam,Dibrugarh,18,286,lgd
auto,code,1.000,District LGD code already matches.,323,Chhattisgarh,Durg,22,378,lgd,Chhattisgarh,Durg,22,378,lgd
auto,code,1.000,District LGD code already matches.,510,Meghalaya,East Garo Hills,17,273,lgd,Meghalaya,East Garo Hills,17,273,lgd
auto,code,1.000,District LGD code already matches.,586,Punjab,Faridkot,3,29,lgd,Punjab,Faridkot,3,29,lgd
auto,code,1.000,District LGD code already matches.,587,Punjab,Fatehgarh Sahib,3,30,lgd,Punjab,Fatehgarh Sahib,3,30,lgd
auto,code,1.000,District LGD code already matches.,562,Odisha,Ganjam,21,354,lgd,Odisha,Ganjam,21,354,lgd
auto,code,1.000,District LGD code already matches.,139,Uttar Pradesh,Gautam Buddha Nagar,9,144,lgd,Uttar Pradesh,Gautam Buddha Nagar,9,144,lgd
auto,code,1.000,District LGD code already matches.,141,Uttar Pradesh,Ghazipur,9,146,lgd,Uttar Pradesh,Ghazipur,9,146,lgd
auto,code,1.000,District LGD code already matches.,429,Jharkhand,Godda,20,330,lgd,Jharkhand,Godda,20,330,lgd
auto,code,1.000,District LGD code already matches.,390,Haryana,Gurugram,6,62,lgd,Haryana,Gurugram,6,62,lgd
auto,code,1.000,District LGD code already matches.,145,Uttar Pradesh,Hapur,9,661,lgd,Uttar Pradesh,Hapur,9,661,lgd
auto,code,1.000,District LGD code already matches.,147,Uttar Pradesh,Hathras,9,163,lgd,Uttar Pradesh,Hathras,9,163,lgd
auto,code,1.000,District LGD code already matches.,461,Karnataka,Haveri,29,540,lgd,Karnataka,Haveri,29,540,lgd
auto,code,1.000,District LGD code already matches.,391,Haryana,Hisar,6,63,lgd,Haryana,Hisar,6,63,lgd
auto,code,1.000,District LGD code already matches.,525,Mizoram,Hnahthial,15,726,lgd,Mizoram,Hnahthial,15,726,lgd
auto,code,1.000,District LGD code already matches.,707,Telangana,Hyderabad,36,507,lgd,Telangana,Hyderabad,36,507,lgd
auto,code,1.000,District LGD code already matches.,148,Uttar Pradesh,Jalaun,9,151,lgd,Uttar Pradesh,Jalaun,9,151,lgd
auto,code,1.000,District LGD code already matches.,33,Maharashtra,Jalna,27,479,lgd,Maharashtra,Jalna,27,479,lgd
auto,code,1.000,District LGD code already matches.,365,Gujarat,Jamnagar,24,447,lgd,Gujarat,Jamnagar,24,447,lgd
auto,code,1.000,District LGD code already matches.,327,Chhattisgarh,Jashpur,22,380,lgd,Chhattisgarh,Jashpur,22,380,lgd
auto,code,1.000,District LGD code already matches.,78,Madhya Pradesh,Jhabua,23,412,lgd,Madhya Pradesh,Jhabua,23,412,lgd
auto,code,1.000,District LGD code already matches.,393,Haryana,Jind,6,65,lgd,Haryana,Jind,6,65,lgd
