match_status,match_method,match_score,review_reason,db_id,db_state_name,db_district_name,db_state_lgd_code,db_district_lgd_code,db_source,lgd_state_name,lgd_district_name,lgd_state_lgd_code,lgd_district_lgd_code,lgd_source
auto,fuzzy_high,0.963,High similarity within the same state.,563,Odisha,Jagatsinghpur,,,manual_pilot,Odisha,Jagatsinghapur,21,355,lgd
review,exact_name,1.000,Multiple LGD districts matched the same existing DB row.,630,Rajasthan,Jaipur,,,manual_pilot,Rajasthan,Jaipur,8,102,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,633,Rajasthan,Jalore,,,manual_pilot,Rajasthan,Jalore,8,104,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,769,West Bengal,Jalpaiguri,,,manual_pilot,West Bengal,Jalpaiguri,19,314,lgd
auto,fuzzy_high,0.979,High similarity within the same state.,710,Telangana,Jayashankar Bhupalpally,,,manual_pilot,Telangana,Jayashankar Bhupalapally,36,687,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,634,Rajasthan,Jhalawar,,,manual_pilot,Rajasthan,Jhalawar,8,105,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,150,Uttar Pradesh,Jhansi,,,manual_pilot,Uttar Pradesh,Jhansi,9,153,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,565,Odisha,Jharsuguda,,,manual_pilot,Odisha,Jharsuguda,21,357,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,328,Chhattisgarh,Kabirdham,,,manual_pilot,Chhattisgarh,Kabeerdham,22,382,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,771,West Bengal,Kalimpong,,,manual_pilot,West Bengal,Kalimpong,19,702,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,152,Uttar Pradesh,Kanpur Dehat,,,manual_pilot,Uttar Pradesh,Kanpur Dehat,9,156,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,638,Rajasthan,Karauli,,,manual_pilot,Rajasthan,Karauli,8,108,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,713,Telangana,Karimnagar,,,manual_pilot,Telangana,Karimnagar,36,508,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,290,Bihar,Katihar,,,manual_pilot,Bihar,Katihar,10,201,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,568,Odisha,Kendrapara,,,manual_pilot,Odisha,Kendrapara,21,360,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,81,Madhya Pradesh,Khargone,,,manual_pilot,Madhya Pradesh,Khargone (West Nimar),23,414,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,367,Gujarat,Kheda,,,manual_pilot,Gujarat,Kheda,24,450,lgd
review,fuzzy_review,0.900,Possible match; needs manual review.,157,Uttar Pradesh,Lakhimpur Kheri,,,manual_pilot,Uttar Pradesh,Kheri,9,159,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,740,Tripura,Khowai,,,manual_pilot,Tripura,Khowai,16,652,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,433,Jharkhand,Khunti,,,manual_pilot,Jharkhand,Khunti,20,606,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,815,Jammu and Kashmir,Kishtwar,,,manual_pilot,Jammu And Kashmir,Kishtwar,1,620,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,527,Mizoram,Kolasib,,,manual_pilot,Mizoram,Kolasib,15,263,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,772,West Bengal,Kolkata,,,manual_pilot,West Bengal,Kolkata,19,315,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,483,Kerala,Kollam,,,manual_pilot,Kerala,Kollam,32,559,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,641,Rajasthan,Kota,,,manual_pilot,Rajasthan,Kota,8,109,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,156,Uttar Pradesh,Kushinagar,,,manual_pilot,Uttar Pradesh,Kushinagar,9,160,lgd
missing_in_db,none,0.000,No safe candidate above review threshold.,,,,,,,Lakshadweep,Lakshadweep District,31,553,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,158,Uttar Pradesh,Lalitpur,,,manual_pilot,Uttar Pradesh,Lalitpur,9,161,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,435,Jharkhand,Latehar,,,manual_pilot,Jharkhand,Latehar,20,335,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,224,Arunachal Pradesh,Lohit,,,manual_pilot,Arunachal Pradesh,Lohit,12,234,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,539,Nagaland,Longleng,,,manual_pilot,Nagaland,Longleng,13,615,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,295,Bihar,Madhubani,,,manual_pilot,Bihar,Madhubani,10,206,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,678,Tamil Nadu,Madurai,,,manual_pilot,Tamil Nadu,Madurai,33,578,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,397,Haryana,Mahendragarh,,,manual_pilot,Haryana,Mahendragarh,6,69,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,369,Gujarat,Mahisagar,,,manual_pilot,Gujarat,Mahisagar,24,669,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,82,Madhya Pradesh,Maihar,,,manual_pilot,Madhya Pradesh,Maihar,23,784,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,162,Uttar Pradesh,Mainpuri,,,manual_pilot,Uttar Pradesh,Mainpuri,9,166,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,264,Assam,Majuli,,,manual_pilot,Assam,Majuli,18,706,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,486,Kerala,Malappuram,,,manual_pilot,Kerala,Malappuram,32,562,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,773,West Bengal,Malda,,,manual_pilot,West Bengal,Malda,19,316,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,572,Odisha,Malkangiri,,,manual_pilot,Odisha,Malkangiri,21,364,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,718,Telangana,Mancherial,,,manual_pilot,Telangana,Mancherial,36,684,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,164,Uttar Pradesh,Mau,,,manual_pilot,Uttar Pradesh,Mau,9,168,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,541,Nagaland,Mon,,,manual_pilot,Nagaland,Mon,13,247,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,721,Telangana,Mulugu,,,manual_pilot,Telangana,Mulugu,36,720,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,296,Bihar,Munger,,,manual_pilot,Bihar,Munger,10,207,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,467,Karnataka,Mysuru,,,manual_pilot,Karnataka,Mysuru,29,545,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,680,Tamil Nadu,Nagapattinam,,,manual_pilot,Tamil Nadu,Nagapattinam,33,579,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,38,Maharashtra,Nagpur,,,manual_pilot,Maharashtra,Nagpur,27,484,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,753,Uttarakhand,Nainital,,,manual_pilot,Uttarakhand,Nainital,5,51,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,75,Madhya Pradesh,Narmadapuram,,,manual_pilot,Madhya Pradesh,Narmadapuram,23,409,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,6,Maharashtra,Nashik,,,manual_pilot,Maharashtra,Nashik,27,487,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,373,Gujarat,Navsari,,,manual_pilot,Gujarat,Navsari,24,453,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,502,Manipur,Noney,,,manual_pilot,Manipur,Noney,14,714,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,799,Delhi,North East Delhi,,,manual_pilot,Delhi,North East,7,81,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,741,Tripura,North Tripura,,,manual_pilot,Tripura,North Tripura,16,270,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,201,Andhra Pradesh,NTR,,,manual_pilot,Andhra Pradesh,Ntr,28,749,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,487,Kerala,Palakkad,,,manual_pilot,Kerala,Palakkad,32,563,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,438,Jharkhand,Palamu,,,manual_pilot,Jharkhand,Palamu,20,338,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,42,Maharashtra,Palghar,,,manual_pilot,Maharashtra,Palghar,27,665,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,400,Haryana,Panchkula,,,manual_pilot,Haryana,Panchkula,6,70,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,401,Haryana,Panipat,,,manual_pilot,Haryana,Panipat,6,71,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,203,Andhra Pradesh,Parvathipuram Manyam,,,manual_pilot,Andhra Pradesh,Parvathipuram Manyam,28,743,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,600,Punjab,Pathankot,,,manual_pilot,Punjab,Pathankot,3,662,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,755,Uttarakhand,Pithoragarh,,,manual_pilot,Uttarakhand,Pithoragarh,5,53,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,284,Bihar,East Champaran,,,manual_pilot,Bihar,Purbi Champaran,10,213,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,577,Odisha,Puri,,,manual_pilot,Odisha,Puri,21,369,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,92,Madhya Pradesh,Raisen,,,manual_pilot,Madhya Pradesh,Raisen,23,421,lgd
auto,fuzzy_high,0.952,High similarity within the same state.,729,Telangana,Rangareddy,,,manual_pilot,Telangana,Ranga Reddy,36,518,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,822,Jammu and Kashmir,Reasi,,,manual_pilot,Jammu And Kashmir,Reasi,1,627,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,96,Madhya Pradesh,Sagar,,,manual_pilot,Madhya Pradesh,Sagar,23,425,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,304,Bihar,Samastipur,,,manual_pilot,Bihar,Samastipur,10,217,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,604,Punjab,Sangrur,,,manual_pilot,Punjab,Sangrur,3,43,lgd
missing_in_db,none,0.595,No safe candidate above review threshold.,,,,,,,Punjab,S.A.S Nagar,3,608,lgd
missing_in_db,none,0.784,No safe candidate above review threshold.,,,,,,,Punjab,Shahid Bhagat Singh Nagar,3,40,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,180,Uttar Pradesh,Siddharthnagar,,,manual_pilot,Uttar Pradesh,Siddharthnagar,9,182,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,653,Rajasthan,Sikar,,,manual_pilot,Rajasthan,Sikar,8,114,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,48,Maharashtra,Sindhudurg,,,manual_pilot,Maharashtra,Sindhudurg,27,495,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,654,Rajasthan,Sirohi,,,manual_pilot,Rajasthan,Sirohi,8,115,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,404,Haryana,Sirsa,,,manual_pilot,Haryana,Sirsa,6,74,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,688,Tamil Nadu,Sivaganga,,,manual_pilot,Tamil Nadu,Sivaganga,33,585,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,182,Uttar Pradesh,Sonbhadra,,,manual_pilot,Uttar Pradesh,Sonbhadra,9,184,lgd
missing_in_db,none,0.588,No safe candidate above review threshold.,,,,,,,Odisha,Sonepur,21,372,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,782,West Bengal,South 24 Parganas,,,manual_pilot,West Bengal,South 24 Parganas,19,304,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,349,Goa,South Goa,,,manual_pilot,Goa,South Goa,30,552,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,732,Telangana,Suryapet,,,manual_pilot,Telangana,Suryapet,36,696,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,506,Manipur,Tengnoupal,,,manual_pilot,Manipur,Tengnoupal,14,716,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,691,Tamil Nadu,Theni,,,manual_pilot,Tamil Nadu,Theni,33,588,lgd
auto,fuzzy_high,0.947,High similarity within the same state.,699,Tamil Nadu,Tiruvarur,,,manual_pilot,Tamil Nadu,Thiruvarur,33,590,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,106,Madhya Pradesh,Tikamgarh,,,manual_pilot,Madhya Pradesh,Tikamgarh,23,434,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,744,Tripura,Unakoti,,,manual_pilot,Tripura,Unakoti,16,655,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,237,Arunachal Pradesh,Upper Subansiri,,,manual_pilot,Arunachal Pradesh,Upper Subansiri,12,241,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,185,Uttar Pradesh,Varanasi,,,manual_pilot,Uttar Pradesh,Varanasi,9,187,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,702,Tamil Nadu,Virudhunagar,,,manual_pilot,Tamil Nadu,Virudhunagar,33,597,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,51,Maharashtra,Wardha,,,manual_pilot,Maharashtra,Wardha,27,498,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,520,Meghalaya,West Khasi Hills,,,manual_pilot,Meghalaya,West Khasi Hills,17,279,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,745,Tripura,West Tripura,,,manual_pilot,Tripura,West Tripura,16,272,lgd
review,fuzzy_review,0.900,Possible match; needs manual review.,212,Andhra Pradesh,Y.S.R. Kadapa,,,manual_pilot,Andhra Pradesh,Y.S.R.,28,504,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,55,Madhya Pradesh,Agar Malwa,,,manual_pilot,Madhya Pradesh,Agar-Malwa,23,667,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,111,Uttar Pradesh,Agra,,,manual_pilot,Uttar Pradesh,Agra,9,118,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,607,Rajasthan,Ajmer,,,manual_pilot,Rajasthan,Ajmer,8,86,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,761,West Bengal,Alipurduar,,,manual_pilot,West Bengal,Alipurduar,19,664,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,747,Uttarakhand,Almora,,,manual_pilot,Uttarakhand,Almora,5,45,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,385,Haryana,Ambala,,,manual_pilot,Haryana,Ambala,6,58,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,23,Maharashtra,Amravati,,,manual_pilot,Maharashtra,Amravati,27,468,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,352,Gujarat,Amreli,,,manual_pilot,Gujarat,Amreli,24,439,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,807,Jammu and Kashmir,Anantnag,,,manual_pilot,Jammu And Kashmir,Anantnag,1,1,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,190,Andhra Pradesh,Annamayya,,,manual_pilot,Andhra Pradesh,Annamayya,28,753,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,241,Assam,Baksa,,,manual_pilot,Assam,Baksa,18,616,lgd
missing_in_db,none,0.588,No safe candidate above review threshold.,,,,,,,Odisha,Baleshwar,21,346,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,122,Uttar Pradesh,Ballia,,,manual_pilot,Uttar Pradesh,Ballia,9,126,lgd
missing_in_db,none,0.900,No safe candidate above review threshold.,,,,,,,Chhattisgarh,Balodabazar-Bhatapara,22,644,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,124,Uttar Pradesh,Banda,,,manual_pilot,Uttar Pradesh,Banda,9,128,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,278,Bihar,Banka,,,manual_pilot,Bihar,Banka,10,190,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,762,West Bengal,Bankura,,,manual_pilot,West Bengal,Bankura,19,305,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,809,Jammu and Kashmir,Baramulla,,,manual_pilot,Jammu And Kashmir,Baramulla,1,3,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,126,Uttar Pradesh,Bareilly,,,manual_pilot,Uttar Pradesh,Bareilly,9,130,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,60,Madhya Pradesh,Barwani,,,manual_pilot,Madhya Pradesh,Barwani,23,393,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,585,Punjab,Bathinda,,,manual_pilot,Punjab,Bathinda,3,28,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,279,Bihar,Begusarai,,,manual_pilot,Bihar,Begusarai,10,191,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,448,Karnataka,Belagavi,,,manual_pilot,Karnataka,Belagavi,29,527,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,280,Bihar,Bhagalpur,,,manual_pilot,Bihar,Bhagalpur,10,192,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,320,Chhattisgarh,Bilaspur,,,manual_pilot,Chhattisgarh,Bilaspur,22,375,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,493,Manipur,Bishnupur,,,manual_pilot,Manipur,Bishnupur,14,252,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,243,Assam,Biswanath,,,manual_pilot,Assam,Biswanath,18,705,lgd
auto,canonical_name,1.000,Names match after canonical district-name cleanup.,119,Uttar Pradesh,Badaun,,,manual_pilot,Uttar Pradesh,Budaun,9,133,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,130,Uttar Pradesh,Bulandshahr,,,manual_pilot,Uttar Pradesh,Bulandshahr,9,134,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,618,Rajasthan,Bundi,,,manual_pilot,Rajasthan,Bundi,8,94,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,245,Assam,Cachar,,,manual_pilot,Assam,Cachar,18,282,lgd
auto,fuzzy_high,0.933,High similarity within the same state.,452,Karnataka,Chamarajanagar,,,manual_pilot,Karnataka,Chamarajanagara,29,531,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,750,Uttarakhand,Champawat,,,manual_pilot,Uttarakhand,Champawat,5,48,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,246,Assam,Charaideo,,,manual_pilot,Assam,Charaideo,18,708,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,667,Tamil Nadu,Chennai,,,manual_pilot,Tamil Nadu,Chennai,33,568,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,247,Assam,Chirang,,,manual_pilot,Assam,Chirang,18,612,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,668,Tamil Nadu,Coimbatore,,,manual_pilot,Tamil Nadu,Coimbatore,33,569,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,68,Madhya Pradesh,Datia,,,manual_pilot,Madhya Pradesh,Datia,23,401,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,424,Jharkhand,Dhanbad,,,manual_pilot,Jharkhand,Dhanbad,20,325,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,670,Tamil Nadu,Dharmapuri,,,manual_pilot,Tamil Nadu,Dharmapuri,33,571,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,458,Karnataka,Dharwad,,,manual_pilot,Karnataka,Dharwad,29,536,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,623,Rajasthan,Dholpur,,,manual_pilot,Rajasthan,Dholpur,8,98,lgd
auto,exact_name,1.000,State and district names match exactly after normalization.,251,Assam,Dibrugarh,,,manual_pilot,Assam,Dibrugarh,18,286,lgd
